,Index,Lemma,Derived Word,Context
991,992,उल्टा,उल्टा,तरह उल्टा बनाया
992,993,बिल्डिंग,बिल्डिंग,इफीशंसी बिल्डिंग कोड
993,994,बाहरी,बाहरी,हैं बाहरी दुनिया
994,995,देख,देखकर,में देखकर वे
995,996,ठिठक,ठिठक,वहीं ठिठक गया
996,997,जा,जाएँगे,भी जाएँगे और
997,998,जरा,जरा,लोगों जरा आंख
998,999,जा,जाइए,अंदर जाइए जनाब
999,1000,युग,युग,नए युग का
1000,1001,चीज,चीज,यह चीज नहीं
1001,1002,तकनीक,तकनीक,इस तकनीक के
1002,1003,सज,सजी,से सजी हैं
1003,1004,कमरा,कमरे,जिस कमरे में
1004,1005,भूंकप,भूंकप,को भूंकप पीड़ितों
1005,1006,या,या,शिक्षा या अन्य
1006,1007,हो,होने,लागू होने पर
1007,1008,कंपन,कंपन,वाले कंपन को
1008,1009,मनोरंजक,मनोरंजक,खासी मनोरंजक चीजों
1009,1010,चीज,चीजों,दोनों चीजों के
1010,1011,भंडार,भंडार,मुद्रा भंडार अरब
1011,1012,टीवी,टीवी,निजी टीवी चैनल
1012,1013,सीरियल,सीरियल,टीवी सीरियल '
1013,1014,बेस,बेस,बालटाल बेस कैंप
1014,1015,थीम,थीम,इस थीम पार्क
1015,1016,पार्क,पार्क,सा पार्क है
1016,1017,मजेदार,मजेदार,सबसे मजेदार बात
1017,1018,स्क्रीन,स्क्रीन,की स्क्रीन पर
1018,1019,जा,जाकर,पर जाकर जांच
1019,1020,रियल,रियल,के रियल इस्टेट
1020,1021,लाइफ,लाइफ,को लाइफ टाइम
1021,1022,एक्शन,एक्शन,यह एक्शन प्लान
1022,1023,लुत्फ,लुत्‍फ,का लुत्‍फ ले
1023,1024,शार्क,शार्क,जैसे शार्क थ्री
1024,1025,फोर,फोर,उसे फोर डी
1025,1026,जैसा,जैसी,बीमारी जैसी समस्याओं
1026,1027,ऑस्कर,ऑस्कर,राज्यमंत्री ऑस्कर फर्नानडिस
1027,1028,विनिंग,विनिंग,ऑस्कर विनिंग फिल्म
1028,1029,प्रिंसेस,प्रिंसेस,में प्रिंसेस फियोना
1029,1030,फियोना,फियोना,प्रिंसेस फियोना का
1030,1031,सारा,सारी,ये सारी सुविधाएँ
1031,1032,फिल्म,फिल्में,की फिल्में नहीं
1032,1033,इंटरेक्टिव,इंटरेक्टिव,फिल्में इंटरेक्टिव सेक्शन
1033,1034,सेक्शन,सेक्शन,कुमार सेक्शन ऑफिसर
1034,1035,रख,रखी,रुपये रखी गई
1035,1036,थ्री,थ्री,की थ्री डी
1036,1037,दे,देकर,जोर देकर कहा
1037,1038,नन्हा,नन्हे,देकर नन्हे मेहमानों
1038,1039,मेहमान,मेहमानों,प्रभावशाली मेहमानों के
1039,1040,डायमेंशन,डायमेंशन,खास डायमेंशन बनाया
1040,1041,जा,जाए,परखा जाए और
1041,1042,गलत,गलत,में गलत हलफनामा
1042,1043,डिजनी,डिजनी,ही डिजनी के
1043,1044,बच्चा,बच्चे,एक बच्चे को
1044,1045,कार्टून,कार्टून,और कार्टून कैरक्टरों
1045,1046,बिरंगा,बिरंगी,रंग बिरंगी दुनिया
1046,1047,वॉल्टडिजनी,वॉल्टडिजनी,वे वॉल्टडिजनी की
1047,1048,कल्पना,कल्पनाओँ,की कल्पनाओँ से
1048,1049,रुबरू,रुबरू,भी रुबरू हो
1049,1050,मिकी,मिकी,जो मिकी के
1050,1051,चरित्र,चरित्र,दोहरे चरित्र का
1051,1052,रच,रचते,को रचते समय
1052,1053,जेहन,जेहन,के जेहन में
1053,1054,मैजिकल,मैजिकल,के मैजिकल कासल
1054,1055,कासल,कासल,मैजिकल कासल में
1055,1056,विश,विश,' विश कम
1056,1057,ट्रू,ट्रू,कम ट्रू '
1057,1058,नामक,नामक,' नामक अखबार
1058,1059,मिनट,मिनट,गए मिनट का
1059,1060,दिख,दिखाई,करते दिखाई दिए
1060,1061,डिज़नी,डिज़नी,में डिज़नी के
1061,1062,क्लासिकल,क्लासिकल,के क्लासिकल गानों
1062,1063,गाना,गानों,के गानों की
1063,1064,कैरक्टर,कैरक्टरों,कार्टून कैरक्टरों के
1064,1065,संवाद,संवादों,साथ संवादों का
1065,1066,मिला,मिलाकर,कुल मिलाकर जीडीपी
1066,1067,दिलचस्प,दिलचस्प,देखना दिलचस्प है
1067,1068,फायर,फायर,तभी फायर करता
1068,1069,वर्क,वर्क्‍स,फायर वर्क्‍स डे
1069,1070,शो,शो,के शो के
1070,1071,पसंद,पसंद,अमन पसंद देश
1071,1072,आधा,आधे,से आधे क्षेत्र
1072,1073,पटाखा,पटाखे,को पटाखे की
1073,1074,जला,जलाए,घर जलाए जाने
1074,1075,एक्साइटिंग,एक्साइटिंग,कुछ एक्साइटिंग और
1075,1076,एडवेंचरस,एडवेंचरस,और एडवेंचरस चाहिए
1076,1077,चाहिए,चाहिए,रहना चाहिए था
1077,1078,लैंड,लैंड,और लैंड लाइन
1078,1079,वॉटर,वॉटर,आप वॉटर वर्ल्ड
1079,1080,सही,सही,का सही इस्तेमाल
1080,1081,पैक्ड,पैक्ड,फन पैक्ड वॉटर
1081,1082,राइड,राइड्स,वॉटर राइड्स हैं
1082,1083,रख,रखकर,में रखकर कड़ी
1083,1084,स्लाइड,स्लाइड्स,वॉटर स्लाइड्स बनाई
1084,1085,बना,बनाई,योजना बनाई जाएगी
1085,1086,लग,लगेगा,समय लगेगा परंतु
1086,1087,वर्ल्ड,वर्ल्ड,बीबीसी वर्ल्ड को
1087,1088,किलोमीटर,किलोमीटर,दस किलोमीटर पैदल
1088,1089,नासा,नासा,उन्होंने नासा के
1089,1090,प्रसिद्ध,प्रसिद्ध,लिए प्रसिद्ध है
1090,1091,कैनेडी,कैनेडी,प्रसिद्ध कैनेडी स्पेस
1091,1092,स्पेस,स्पेस,यूरोपीयन स्पेस एजेंसियों
1092,1093,न्यूईयर,न्यूईयर,में न्यूईयर ईव
1093,1094,ईव,ईव,न्यूईयर ईव और
1094,1095,स्वतन्त्रता,स्वतंत्रता,भारतीय स्वतंत्रता संग्राम
1095,1096,दिवस,दिवस,अन्तर्राष्ट्रीय दिवस मनाया
1096,1097,खासतौर,खासतौर,जिसमें खासतौर पर
1097,1098,डे,डे,वन डे सिरीज
1098,1099,मना,मनाया,दिवस मनाया गया
1099,1100,ओरलैंडोवासी,ओरलैंडोवासी,दिन ओरलैंडोवासी दीवाली
1100,1101,दीवाली,दीवाली,शानदार दीवाली है
1101,1102,जश्न,जश्न,का जश्न मना
1102,1103,मना,मनाते,जश्न मनाते हैं
1103,1104,जुलाई,जुलाई,लोग जुलाई को
1104,1105,अगस्त,अगस्त,इसी अगस्त को
1105,1106,अच्छा,अच्छा,वह अच्छा तालमेल
1106,1107,पीक,पीक,लेकिन पीक रेट
1107,1108,घेर,घेर,को घेर लिया
1108,1109,ले,लेती,कर लेती है
1109,1110,लोकतांत्रिक,लोकतांत्रिक,ही लोकतांत्रिक प्रक्रिया
1110,1111,ओरलैंडों,ओरलैंडों,को ओरलैंडों की
1111,1112,लाल,लाल,ही लाल कृष्ण
1112,1113,नीला,नीले,और नीले जल
1113,1114,औऱ,औऱ,एयरपोर्ट औऱ सेनफोर्ड
1114,1115,फ्लाइट,फ्लाइट,की फ्लाइट से
1115,1116,यात्रा,यात्रा,की यात्रा के
1116,1117,जाल,जाल,वहां जाल डालकर
1117,1118,बिछ,बिछा,जाल बिछा हुआ
1118,1119,एयरपोर्ट,एयरपोर्ट,में एयरपोर्ट कर्मियों
1119,1120,सेनफोर्ड,सेनफोर्ड,औऱ सेनफोर्ड इंटरनेशनल
1120,1121,विदेश,विदेश,दौरान विदेश निर्मित
1121,1122,साठ,साठ,कि साठ सत्तर
1122,1123,एयरलाइन,एयरलाइंस,( एयरलाइंस करोड़
1123,1124,टैक्सी,टैक्सी,मेट्रोपॉलिटन टैक्सी ड्राईवर्स
1124,1125,जंक्शन,जंक्शन,मथुरा जंक्शन है
1125,1126,बजट,बजट,मौजूदा बजट सत्र
1126,1127,अनुसार,अनुसार,के अनुसार सितंबर
1127,1128,चुन,चुन,से चुन लिया
1128,1129,सस्ता,सस्ते,के सस्ते श्रम
1129,1130,टूरिस्ट,टूरिस्ट,कि टूरिस्ट ट्रेन
1130,1131,मँहगा,मँहगे,लेकर मँहगे आलीशान
1131,1132,आलीशान,आलीशान,इस आलीशान मॉल
1132,1133,फाइव,फाइव,आलीशान फाइव स्टार
1133,1134,स्टार,स्टार,फिल्म स्टार संजय
1134,1135,ऑनलाइन,ऑनलाइन,को ऑनलाइन डेटाबेस
1135,1136,बुकिंग,बुकिंग,से बुकिंग करवा
1136,1137,ले,लें,कर लें इसके
1137,1138,बेहतर,बेहतर,से बेहतर है
1138,1139,कार्यक्रम,कार्यक्रम,निर्माण कार्यक्रम के
1139,1140,डे,डेज,पीक डेज में
1140,1141,मँहगा,मँहगी,काफी मँहगी हो
1141,1142,रिसॉर्ट,रिसॉर्ट,एक रिसॉर्ट पर
1142,1143,ठहर,ठहरने,में ठहरने के
1143,1144,सूट,सूट,को सूट करता
1144,1145,हॉलैंड,हॉलैंड,इसे हॉलैंड का
1145,1146,मौज,मौज,है मौज मस्ती
1146,1147,मस्ती,मस्ती,खूब मस्ती कर
1147,1148,साइकिल,साइकिल,मोटर साइकिल चलाने
1148,1149,प्रेम,प्रेम,सटी प्रेम नगर
1149,1150,पैंतिस,पैंतिस,आप पैंतिस से
1150,1151,पैंतालिस,पैंतालिस,से पैंतालिस किलोमीटर
1151,1152,दायरा,दायरे,के दायरे में
1152,1153,एम्‍स्‍टर्डम,एम्‍स्‍टर्डम,राजधानी एम्‍स्‍टर्डम को
1153,1154,बरबस,बरबस,लोग बरबस इस
1154,1155,चला,चलाने,से चलाने और
1155,1156,मचल,मचल,लिए मचल जाए
1156,1157,नीदरलैंड,नीदरलैंड,कि नीदरलैंड इस
1157,1158,शहर,शहरों,प्रमुख शहरों के
1158,1159,शुमार,शुमार,में शुमार किया
1159,1160,नहर,नहरों,खूबसूरत नहरों से
1160,1161,आ,आएँ,यहाँ आएँ तो
1161,1162,क्रूज,क्रूज,सुपरसोनिक क्रूज मिसाइल
1162,1163,समाँ,समाँ,खूबसूरत समाँ में
1163,1164,साथी,साथी,कई साथी पुलिस
1164,1165,अनोखा,अनोखा,कुछ अनोखा ही
1165,1166,समर,समर,यहाँ समर में
1166,1167,कैनाल,कैनाल,यमुना कैनाल हाइडल
1167,1168,गार्डन,गार्डन,मुगल गार्डन कल
1168,1169,खोल,खोल,दर्शनार्थ खोल दिए
1169,1170,हरियाली,हरियाली,कालीशिला हरियाली डांडा
1170,1171,यूरोप,यूरोप,एशिया यूरोप अमेरिका
1171,1172,पुराना,पुराना,संबंध पुराना रहा
1172,1173,जू,जू,पुराना जू '
1173,1174,आरटिस,आरटिस,' आरटिस जूर
1174,1175,जूर,जूर,आरटिस जूर '
1175,1176,परिंदा,परिंदों,रंगीन परिंदों से
1176,1177,निराला,निराले,लेकर निराले वन्य
1177,1178,जीव,जीवों,वन्य जीवों को
1178,1179,दक्षिण,दक्षिण,और दक्षिण पूर्व
1179,1180,रेडलाइट,रेडलाइट,प्रसिद्ध रेडलाइट इलाका
1180,1181,सेक्स,सेक्स,इस सेक्स सीडी
1181,1182,वर्किंग,वर्किंग,सेक्स वर्किंग को
1182,1183,व्यवसाय,व्यवसाय,कृषि व्यवसाय उत्पादक
1183,1184,दर्जा,दर्जा,का दर्जा देने
1184,1185,प्राप्त,प्राप्त,स्थान प्राप्त किया
1185,1186,ग्राहक,ग्राहकों,रूप ग्राहकों के
1186,1187,आकर्षित,आकर्षित,यह आकर्षित करता
1187,1188,विंडो,विंडो,सेक्स विंडो बनी
1188,1189,युवती,युवतियाँ,जहाँ युवतियाँ निर्वस्त्र
1189,1190,निर्वस्त्र,निर्वस्त्र,को निर्वस्त्र करवाते
1190,1191,खड़ा,खड़ी,साथ खड़ी है
1191,1192,खिड़की,खिड़कियों,और खिड़कियों को
1192,1193,खड़ा,खड़े,उठ खड़े हुए
1193,1194,रह,रहने,करीबी रहने वाले
1194,1195,एवज,एवज,इसके एवज में
1195,1196,यह,इन्हें,को इन्हें खरीदने
1196,1197,टैक्स,टैक्स,कुछ टैक्स राहत
1197,1198,चुका,चुकाना,टैक्स चुकाना पड़ता
1198,1199,डच,डच,और डच मतदाताओं
1199,1200,अच्छा,अच्छी,उन्हें अच्छी प्राथमिक
1200,1201,जानकारी,जानकारी,खुफिया जानकारी पर
1201,1202,मिल,मिल,मौका मिल सकेगा
1202,1203,दूसरा,दूसरे,भी दूसरे राज्य
1203,1204,हाइटैक,हाइटैक,इस हाइटैक सिटी
1204,1205,सिटी,सिटी,के सिटी सेंटर
1205,1206,यूरोमार्ट,यूरोमार्ट,आप यूरोमार्ट की
1206,1207,मदद,मदद,की मदद लेगी
1207,1208,जरिये,जरिए,के जरिए विदेशों
1208,1209,ऊँचाई,ऊँचाई,इसकी ऊँचाई करीब
1209,1210,रोटरडैम,रोटरडैम,पूरा रोटरडैम निहार
1210,1211,पैरोनॉमिक,पैरोनॉमिक,का पैरोनॉमिक व्यू
1211,1212,व्यू,व्यू,पैरोनॉमिक व्यू देख
1212,1213,अनेक,अनेक,लिए अनेक गंभीर
1213,1214,मेरीटाइम,मेरीटाइम,से मेरीटाइम म्यूजियम
1214,1215,प्रसिद्घ,प्रसिद्घ,काफी प्रसिद्घ है
1215,1216,जहाज,जहाज,जब जहाज लौट
1216,1217,समुद्री,समुद्री,पर समुद्री जीवन
1217,1218,यात्रा,यात्राओं,इन यात्राओं का
1218,1219,जुड़,जुड़ी,से जुड़ी हैं
1219,1220,याद,यादें,जिसकी यादें उनके
1220,1221,संभाल,संभालकर,यादें संभालकर रखी
1221,1222,स्पीडो,स्पीडो,ही स्पीडो हार्बर
1222,1223,हार्बर,हार्बर,स्पीडो हार्बर ट्रिप
1223,1224,ट्रिप,ट्रिप,भी ट्रिप हो
1224,1225,ले,लेना,निर्णय लेना होगा
1225,1226,मिनिट,मिनिट,आप मिनिट में
1226,1227,सिलसिला,सिलसिला,का सिलसिला शुरू
1227,1228,गाना,गाना,जबरन गाना गवाने
1228,1229,ख्वाब,ख्वाब,के ख्वाब को
1229,1230,सिलसिला,सिलसिले,इसी सिलसिले में
1230,1231,हो,हुए...,सिलसिले हुए... '
1231,1232,याद,याद,की याद दिलाते
1232,1233,खिल,खिले,चेहरे खिले हुए
1233,1234,ट्यूलिप,ट्यूलिप,मैसर्स ट्यूलिप हॉस्पिटेलिटी
1234,1235,फूल,फूल,के फूल जिसकी
1235,1236,उत्पादक,उत्पादक,व्यवसाय उत्पादक परिसंपत्तियाँ
1236,1237,विक्रेता,विक्रेता,और विक्रेता देश
1237,1238,उक्ति,उक्ति,यह उक्ति उस
1238,1239,विश्वास,विश्वास,कि विश्वास से
1239,1240,कोस्टर,कोस्टर,तो कोस्टर डायमंड
1240,1241,डायमंड,डायमंड,कोस्टर डायमंड का
1241,1242,अनगढ़,अनगढ़,यहाँ अनगढ़ हीरों
1242,1243,हीरा,हीरों,सरकार हीरों के
1243,1244,तराश,तराशा,साथ तराशा जाता
1244,1245,प्रमोट,प्रमोट,को प्रमोट करने
1245,1246,फ्री,फ्री,इंफाल फ्री प्रेस
1246,1247,विजिट,विजिट,फ्री विजिट करवाती
1247,1248,करवा,करवाती,विजिट करवाती है
1248,1249,योग्य,योग्य,करने योग्य किराये
1249,1250,वेत्ता,वेत्ताओं,पुरातत्व वेत्ताओं के
1250,1251,उल्लेख,उल्लेख,का उल्लेख है
1251,1252,शिव,शिव,विशाल शिव मंदिर
1252,1253,पुराण,पुराण,शिव पुराण से
1253,1254,नारद,नारद,लेकर नारद पंच
1254,1255,पंच,पंच,के पंच कर्मजीत
1255,1256,रत्ना,रत्ना,पंच रत्ना तक
1256,1257,सदी,सदियों,अपनी सदियों पुरानी
1257,1258,राजघराना,राजघरानों,के राजघरानों से
1258,1259,मगध,मगध,से मगध कल्चुरी
1259,1260,कल्चुरी,कल्चुरी,मगध कल्चुरी और
1260,1261,विक्रमादित्य,विक्रमादित्य,और विक्रमादित्य सिंघ
1261,1262,सिंघ,सिंघ,विक्रमादित्य सिंघ के
1262,1263,राजघराना,राजघराने,के राजघराने से
1263,1264,भग्नावशेष,भग्नावशेष,के भग्नावशेष देखे
1264,1265,शेष,शेष,समय शेष रह
1265,1266,फरवरी,फरवरी,कि फरवरी को
1266,1267,जून,जून,में जून को
1267,1268,ठंड,ठंड,क्षेत्र ठंड की
1268,1269,दिन,दिनों,पिछले दिनों मुंबई
1269,1270,वाइल्ड,वाइल्ड,होटल वाइल्ड फ्लावर
1270,1271,लग,लगती,चीनी लगती है
1271,1272,सितंबर,सितंबर,अनुसार सितंबर में
1272,1273,प्लेन,प्लेन,हाईपर प्लेन विकसित
1273,1274,जो,जिससे,लाएगी जिससे प्रवासी
1274,1275,चाहे,चाहे,कि चाहे इलेक्ट्रॉनिक
1275,1276,नजदीकी,नजदीकी,सबसे नजदीकी रेलवे
1276,1277,कटनी,कटनी,आप कटनी सतना
1277,1278,सतना,सतना,कटनी सतना जबलपुर
1278,1279,कोई,किसी,बीएसएनएल किसी भी
1279,1280,हिस्सा,हिस्से,अपने हिस्से का
1280,1281,सुविधा,सुविधा,चिकित्सा सुविधा भी
1281,1282,ठहर,ठहरे,में ठहरे पानी
1282,1283,फॉरेस्ट,फॉरेस्ट,यहाँ फॉरेस्ट के
1283,1284,हजार,हजार,दौरान हजार करोड़
1284,1285,रुपया,रुपए,अब रुपए प्रति
1285,1286,बढ़िया,बढ़िया,खाद बढ़िया है
1286,1287,एयरकूल्ड,एयरकूल्ड,बढ़िया एयरकूल्ड और
1287,1288,एसी,एसी,धारा एसी के
1288,1289,रूम,रूम,कंट्रोल रूम में
1289,1290,उपलब्ध,उपलब्ध,पानी उपलब्ध नहीं
1290,1291,बीचोंबीच,बीचोंबीच,के बीचोंबीच बने
1291,1292,ब्रिटिश,ब्रिटिश,कभी ब्रिटिश भी
1292,1293,भवन,भवनों,बने भवनों व
1293,1294,रह,रहना,अडिग रहना चाहिए
1294,1295,धर्मशाला,धर्मशालाएँ,और धर्मशालाएँ उपलब्‍ध
1295,1296,बीस,बीस,की बीस मीटर
1296,1297,छुट्टी,छुट्टियाँ,साथ छुट्टियाँ बिताना
1297,1298,बिता,बिता,छुट्टियाँ बिता सकते
1298,1299,निर्भर,निर्भर,आत्म निर्भर नहीं
1299,1300,कौन,किस,की किस किताब
1300,1301,साधन,साधन,प्रमुख साधन के
1301,1302,इस्तेमाल,इस्तेमाल,भी इस्तेमाल की
1302,1303,वह,वह,अलावा वह '
1303,1304,बाँधवगढ़,बाँधवगढ़,वह बाँधवगढ़ से
1304,1305,कितना,कितना,को कितना पानी
1305,1306,वजह,वजह,इसी वजह से
1306,1307,जैसलमेर,जैसलमेर,से जैसलमेर के
1307,1308,गोल्डन,गोल्डन,फीसदी गोल्डन जुबली
1308,1309,इतना,इतने,संबंध इतने बेहतर
1309,1310,सैलानी,सैलानी,के सैलानी व
1310,1311,घूम,घूमते,वहाँ घूमते रहे
1311,1312,मरुभूमि,मरुभूमि,हुए मरुभूमि के
1312,1313,सुनहरा,सुनहरे,को सुनहरे मौके
1313,1314,मुकुट,मुकुट,को मुकुट बंधन
1314,1315,स्थापना,स्थापना,की स्थापना नहीं
1315,1316,भाटी,भाटी,निर्माण भाटी वंश
1316,1317,राव,राव,और राव को
1317,1318,जैसल,जैसल,राणा जैसल ने
1318,1319,बावजूद,बावजूद,के बावजूद अभी
1319,1320,शैली,शैली,आधुनिक शैली का
1320,1321,सच्चा,सच्चे,के सच्चे द्योतक
1321,1322,द्योतक,द्योतक,सच्चे द्योतक हैं
1322,1323,मात,मात,को मात दे
1323,1324,वंश,वंश,भाटी वंश के
1324,1325,बुर्ज,बुर्ज,में बुर्ज बने
1325,1326,पोल,पोल,यह पोल उस
1326,1327,भूत,भूत,पोल भूत पोल
1327,1328,राजपूती,राजपूती,किला राजपूती स्थापत्य
1328,1329,हवेली,हवेलियों,इन हवेलियों में
1329,1330,पहचान,पहचाना,से पहचाना जाता
1330,1331,ऐसा,ऐसी,कि ऐसी ही
1331,1332,साल,सालों,पिछले सालों के
1332,1333,इतना,इतनी,लेकिन इतनी तारीफ
1333,1334,यह,इनकी,में इनकी अनुमानित
1334,1335,लायक,लायक,करने लायक नहीं
1335,1336,खासियत,खासियत,इसी खासियत के
1336,1337,यह,इनके,हुए इनके राजा
1337,1338,नक्काशीदार,नक्काशीदार,इसकी नक्काशीदार छतें
1338,1339,खिड़की,खिड़की,नक्काशीदार खिड़की दरवाजे
1339,1340,दरवाजा,दरवाजे,के दरवाजे के
1340,1341,छज्जा,छज्जे,दरवाजे छज्जे और
1341,1342,चौडा,चौड़े,लंबे चौड़े ग्रामीण
1342,1343,परिसर,परिसर,लिए परिसर के
1343,1344,सोना,सोने,को सोने के
1344,1345,चमक,चमकती,सी चमकती है
1345,1346,पटुवा,पटुवों,में पटुवों जी
1346,1347,जी,जी,ही जी रहे
1347,1348,हवेली,हवेली,की हवेली की
1348,1349,सलीम,सलीम,राशिद सलीम अब्दुल
1349,1350,नथमल,नथमल,वहीं नथमल की
1350,1351,बारीक,बारीक,के बारीक नक्काशीदार
1351,1352,झरोखा,झरोखे,इस झरोखे में
1352,1353,सैलानी,सैलानियों,में सैलानियों के
1353,1354,नीला,नीली,लंबी नीली आँखों
1354,1355,गुंबदाकार,गुंबदाकार,नीली गुंबदाकार छत
1355,1356,मोर,मोर,गए मोर की
1356,1357,आकृति,आकृति,डी आकृति और
1357,1358,कोष्ठक,कोष्ठकों,के कोष्ठकों को
1358,1359,दाँत,दाँतो,पर्यटक दाँतो तले
1359,1360,तले,तले,बैनर तले कर्नाटक
1360,1361,उँगली,उँगली,तले उँगली दबा
1361,1362,दबा,दबा,उसे दबा दे
1362,1363,अंदरूनी,अंदरूनी,का अंदरूनी मामला
1363,1364,पेंटिंग,पेंटिंग्स,दीवारें पेंटिंग्स से
1364,1365,वहीं,वहीं,है वहीं दक्षिण
1365,1366,सरोवर,सरोवर,चौर सरोवर अपने
1366,1367,आपूर्ति,आपूर्ति,बिजली आपूर्ति भी
1367,1368,प्रवासी,प्रवासी,कराके प्रवासी भारतीयों
1368,1369,पंछी,पंछियों,प्रवासी पंछियों की
1369,1370,अठखेली,अठखेलियाँ,को अठखेलियाँ करते
1370,1371,मेहराबनुमा,मेहराबनुमा,खूबसूरत मेहराबनुमा मुख्य
1371,1372,वेश्या,वेश्या,एक वेश्या के
1372,1373,नैसर्गिक,नैसर्गिक,इलाका नैसर्गिक सौंदर्य
1373,1374,अभिभूत,अभिभूत,उन्हें अभिभूत कर
1374,1375,जोधपुर,जोधपुर,में जोधपुर की
1375,1376,शांत,शांत,को शांत करने
1376,1377,सामरिक,सामरिक,कि सामरिक दृष्टिकोण
1377,1378,क्षमता,क्षमता,में क्षमता से
1378,1379,परिचायक,परिचायक,का परिचायक है
1379,1380,पहला,पहली,मामला पहली बार
1380,1381,परमाणु,परमाणु,अंतरराष्ट्रीय परमाणु ऊर्जा
1381,1382,शक्ति,शक्ति,नाटो शक्ति वाले
1382,1383,आजमा,आजमाया,तरीका आजमाया ताकि
1383,1384,सदी,सदी,को सदी की
1384,1385,पत्थर,पत्थर,महंगे पत्थर जेड्स
1385,1386,हैंडीक्राफ्ट,हैंडीक्राफ्ट,यह हैंडीक्राफ्ट राजकुमारी
1386,1387,अमूल्य,अमूल्य,की अमूल्य धरोहरें
1387,1388,धरोहर,धरोहरें,अमूल्य धरोहरें संगृहित
1388,1389,संगृहित,संगृहित,धरोहरें संगृहित हैं
1389,1390,मान,मानना,हमारा मानना है
1390,1391,राजकुमारी,राजकुमारी,की राजकुमारी हैं
1391,1392,मूमल,मूमल,राजकुमारी मूमल और
1392,1393,महेंद्र,महेंद्र,एसडीओ महेंद्र सिंह
1393,1394,गवर्नमेंट,गवर्नमेंट,अलावा गवर्नमेंट म्यूजियम
1394,1395,डेजेर्ट,डेजेर्ट,और डेजेर्ट कल्चर
1395,1396,कल्चर,कल्चर,टिशू कल्चर टीका
1396,1397,सेंटर,सेंटर,कल्चरल सेंटर में
1397,1398,लोद्रवा,लोद्रवा,दूर लोद्रवा सैलानियों
1398,1399,आकर्षण,आकर्षण,लिए आकर्षण स्थल
1399,1400,कल्पवृक्ष,कल्पवृक्ष,कृत्रिम कल्पवृक्ष यहाँ
1400,1401,लगा,लगाते,आरोप लगाते हुए
1401,1402,सात,सात,और सात सौ
1402,1403,उत्तर,उत्तर,कि उत्तर प्रदेश
1403,1404,बाग,बाग,जलियांवाला बाग कांड
1404,1405,परिपूर्ण,परिपूर्ण,से परिपूर्ण है
1405,1406,संबंधित,संबंधित,से संबंधित मुद्दों
1406,1407,स्मारक,स्मारक,गाँधी स्मारक भी
1407,1408,पुराना,पुराने,मेरे पुराने रुख
1408,1409,मूर्ति,मूर्तियों,नाकविहीन मूर्तियों के
1409,1410,भर,भरा,से भरा रहा
1410,1411,सुनहरा,सुनहरा,एक सुनहरा बल्ला
1411,1412,देख,देखना,करते देखना बहुत
1412,1413,तीसरा,तीसरा,साथ तीसरा झटका
1413,1414,जिला,जिला,तत्कालीन जिला अधिकारी
1414,1415,आगरा,आगरा,और आगरा स्थित
1415,1416,ऐतिहासिक,ऐतिहासिक,बीच ऐतिहासिक कश्मीर
1416,1417,महत्वपूर्ण,महत्वपूर्ण,भूमिका महत्वपूर्ण रही
1417,1418,वह,उन्होंने,में उन्होंने फिल्म
1418,1419,वह,‍दिल्ली,उन्होंने ‍दिल्ली से
1419,1420,इब्राहिम,इब्राहिम,कि इब्राहिम और
1420,1421,लोदी,लोदी,इब्राहिम लोदी ने
1421,1422,कल्पना,कल्पना,कोरी कल्पना मान
1422,1423,हो,होगी,सीमा होगी और
1423,1424,परचम,परचम,अपना परचम लहराएगा
1424,1425,कह,कहता,बात कहता है
1425,1426,जीता,जीती,की जीती जागती
1426,1427,जाग,जागती,जीती जागती मिसाल
1427,1428,तस्वीर,तस्वीर,की तस्वीर छपी
1428,1429,प्रतीत,प्रतीत,गया प्रतीत होता
1429,1430,जुबान,जुबान,की जुबान पर
1430,1431,बादशाह,बादशाह,मुगल बादशाह शाहजहां
1431,1432,मुमताज,मुमताज,पत्नी मुमताज महल
1432,1433,ताजमहल,ताजमहल,बने ताजमहल को
1433,1434,मुहब्बत,मुहब्बत,उस मुहब्बत और
1434,1435,शिद्दत,शिद्दत,भी शिद्दत से
1435,1436,परिणाम,परिणाम,अच्छे परिणाम हैं
1436,1437,हीरा,हीरा,तथा हीरा सिंह
1437,1438,केंद्र,केन्द्र,इस केन्द्र में
1438,1439,चाँदनी,चाँदनी,धर्मपत्नी चाँदनी आनंद
1439,1440,नहा,नहाए,से नहाए मकबरों
1440,1441,उपमा,उपमाएँ,सारी उपमाएँ फीकी
1441,1442,फीका,फीकी,उपमाएँ फीकी पड़
1442,1443,पड,पड़,ठप पड़ गई
1443,1444,निचला,निचले,व निचले क्षेत्रों
1444,1445,कब्र,कब्र,सामूहिक कब्र में
1445,1446,आमने,आमने,से आमने सामने
1446,1447,जब,जब,हुआ जब आडवाणी
1447,1448,सिर,सिर,के सिर पर
1448,1449,उठा,उठाकर,फायदा उठाकर भाग
1449,1450,छत,छतें,नक्काशीदार छतें और
1450,1451,आश्चर्य,आश्चर्य,ने आश्चर्य व्यक्त
1451,1452,हजार,हजारों,चलते हजारों लोगों
1452,1453,तादाद,तादाद,बड़ी तादाद में
1453,1454,जज्ब,जज्ब,अंदर जज्ब कर
1454,1455,यह,इसका,कि इसका कोई
1455,1456,फोर्ट,फोर्ट,कांगला फोर्ट को
